Source File,Event/Location Name,Author Name,Book Title,Copies Sent,Manual Sold,Returned,Revenue,POS Sold
Pune Authors Association Data Base.xlsx,Kolkata Airport,Shefali Arora,Peers and Fears,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Kolkata Airport,Bindu Unnikrishnan,Spilled Coffee,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Kolkata Airport,Vishwanath Alluri,Enlightened Manager,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Kolkata Airport,Chetna Bhatia,In her Tiny Shoes,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Kolkata Airport,Sanjay Koul,The Missing Link,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Kolkata Airport,Bindu Unnikrishnan,Sonarelle,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Kolkata Airport,Shefali Arora,Dare Dream Travel,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Kolkata Airport,Cdr Satish Yadav,Humour Beyond Borders,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Cdr Shiv Mathur,Meditation & Spirituality : A Philosophy,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Cdr Shiv Mathur,Spiritual Encounters - Meeting the Himalayan Yogis,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Cdr Shiv Mathur,Social Pandemic - A Terminally ill Modern Society,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Cdr Shiv Mathur,Science & Spirituality - Understanding Cosmic and Human Science,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Jasbir Basu,The Invisible Thread,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Jasbir Basu,The Last Wish - Echoes of the Departed,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Jasbir Basu,Not Without My Mother,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Lakshmi,Pages of Power,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Lakshmi,Scrolls of Virtue,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Lakshmi,The Timeless Triad - Part-1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Lakshmi,The Timeless Triad - Part-2,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Lakshmi,Horror Mangta Kya,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Lakshmi,From Ka to Ki,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Uma Yogananda,One Life and the Road - A Tapestry of Emotions,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Uma Yogananda,One Life and the Betrayal - A Sequel,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Uma Yogananda,Echoes of the Past,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Uma Yogananda,Women  of History,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Vaishali Jog,Fletcherism,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Cdr Madhavi,Yoga for Runners,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Cdr Madhavi,30 Minutes A Day,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Chetna Bhatia,The Whimsical Tales of Whispers & Wonders,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Chetna Bhatia,The Silent Wisdom of Childhood,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Chetna Bhatia,In Their Tiny Shoes,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Srishti Jain,Culpable,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Padma C,Applied Spirituality,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Padma C,Leadership in Action,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Nitesh Pandey,The Curious Case of Dr Pragyan Parker,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Shivani Sabharwal,Osum's Ocean Odyssey : Discovering Wonders and Friends Under The Sea-1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Shivani Sabharwal,Osum's Ocean Odyssey : Discovering Wonders and Friends Under The Sea-2,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Nima Mankar,"Dear You… Yours Truly, Kavita",0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Reyanshi Chouhan,The Infinite Triangle,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Surekha Sule,"Open the Book, Close the Chapter",0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Prachi Saluja,Emotional Alchemy,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Deepti Kolte,The Light at the Edges,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Nishit Gupta,The Unnamed Train,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Ramita Sengupta,The Eclipsed Sun,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Divya Chakraborty,Beneath her Silence,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Divya Chakraborty,Bound by Unconditional Love,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Vandana Shrivastava,Died & Back,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Jaishree Laxmikant,Operation Sarp Vinash,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Jaishree Laxmikant,Coomar - Story of Major Sudhir Walia,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Ritu Rawat,Justice and Jokes,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Gautam Mayekar,I am so Hacked,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Mukesh Vaswani,Dream Build Scale,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Saroj Salelkar,Arjun in Me,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Nisha Shenoy,War of Worth,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Nisha Shenoy,The Friday Girl,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Anita Sharma,EnQ Mantra,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Anita Sharma,The Cantonment Chronicles,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Saroj Salelkar,The 1 Second Shift to Emotopnal Resilience,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Saroj Salelkar,The 1 Second Shift to Emotopnal Resilience Workbook,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Sanmay Salelkar,Sam Steel and the School of Undead,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Sanjay Koul,The Missing Link,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Bindu Unnikrishnan,Spilled Coffee,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Bindu Unnikrishnan,Sonarelle,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Shefali Arora,Peers & Fears,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Shefali Arora,Dare Dream  Travel,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Trivendrum Airport ,Cdr Satish Yadav,Humour Beyond Borders,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,SHIV MATHUR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,PRATIMA KAPOOR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,JASBIR BASU,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,SANJAY LAZAR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,LAKSHMI AJOY,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,UMA YOGANAND,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,MANISHA MEMANE,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,RIYA MENGHANI,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,AMOL KULKARNI,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,VAISHALI JOG,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,SANJAY TEWARI,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,MADHU NAIR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,MADHAVI,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,CHETNA BHATIA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,SHRISHTI JAIN,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,APARNA SHEKAR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,VANDANA SRIVASTAVA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,ANITA SHARMA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,AMITABH SATYAM,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,PADMA C,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,NITESH PANDEY,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,GAUTAM MAYEKAR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,DEEPTI KOLTE,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,ASHWANI R SANE,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,RAJESH WATTAMWAR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,RAMITA SENGUPTA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,VINEET KUMAR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,KALYANI SARDESAI,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,AMITA SAMANT,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,SHIVANI B SABHARWAL,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,VISHWAS VAIDYA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,SUJATA KIRTANE SAPRE,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,NIMA MANKAR,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,ANSHUMAN,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,NITIN KARE,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,REYANSHI CHOUHAN,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,VINAY VAIDYA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,NISHA MOTGHARE,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,DIVYA MAHADIK,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,PRACHI SALUJA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Old Data,NISHIT GUPTA,Book 1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Event Payment Tracker,N/A,N/A,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,List of Participants,N/A,N/A,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,S.No,S.No,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,1,1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,2,2,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,3,3,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,4,4,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,5,5,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,6,6,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,7,7,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,8,8,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,9,9,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,10,10,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,11,11,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,12,12,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,13,13,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,14,14,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,15,15,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,16,16,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,17,17,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,18,18,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,19,19,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,20,20,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,21,21,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,22,22,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,23,23,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,24,24,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,25,25,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,26,26,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,27,27,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,28,28,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,29,29,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,30,30,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,31,31,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,32,32,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,33,33,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,34,34,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,35,35,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,36,36,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,37,37,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,38,38,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,39,39,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,40,40,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,41,41,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,42,42,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,43,43,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,44,44,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,45,45,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,46,46,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,47,47,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,48,48,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,49,49,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,50,50,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,51,51,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,52,52,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Srinagar Book Fair,53,53,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Cdr Shiv Mathur,Meditation & Spirituality : A Philosophy,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Cdr Shiv Mathur,Spiritual Encounters - Meeting the Himalayan Yogis,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Cdr Shiv Mathur,Social Pandemic - A Terminally ill Modern Society,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Cdr Shiv Mathur,Science & Spirituality - Understanding Cosmic and Human Science,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Jasbir Basu,The Invisible Thread,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Jasbir Basu,The Last Wish - Echoes of the Departed,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Lakshmi,Scrolls of Virtue,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Lakshmi,The Timeless Triad - Part-1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Lakshmi,The Timeless Triad - Part-2,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Lakshmi,From Ka to Ki,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Uma Yogananda,One Life and the Road - A Tapestry of Emotions,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Uma Yogananda,One Life and the Betrayal - A Sequel,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Uma Yogananda,Echoes of the Past,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Uma Yogananda,Women  of History,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Vaishali Jog,Fletcherism,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Chetna Bhatia,The Whimsical Tales of Whispers & Wonders,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Chetna Bhatia,The Silent Wisdom of Childhood,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Chetna Bhatia,In Their Tiny Shoes,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Srishti Jain,Culpable,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Padma C,Applied Spirituality,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Padma C,Leadership in Action,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Nitesh Pandey,The Curious Case of Dr Pragyan Parker,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Shivani Sabharwal,Osum's Ocean Odyssey : Discovering Wonders and Friends Under The Sea-1,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Shivani Sabharwal,Osum's Ocean Odyssey : Discovering Wonders and Friends Under The Sea-2,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Shivani Sabharwal,OOPS ! I Messed Up Again,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Nima Mankar,"Dear You… Yours Truly, Kavita",0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Reyanshi Chouhan,The Infinite Triangle,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Reyanshi Chouhan,Ari Tamang,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Deepti Kolte,The Light at the Edges,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Ramita Sengupta,The Eclipsed Sun,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Divya Chakraborty,Beneath her Silence,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Divya Chakraborty,Bound by Unconditional Love,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Gautam Mayekar,We are so Hacked,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Saroj Salelkar,Arjun in Me,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Saroj Salelkar,The 1 Second Shift,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Bindu Unnikrishnan,Spilled Coffee,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Bindu Unnikrishnan,Sonarelle,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Cdr Satish Yadav,Humour Beyond Borders,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Madhuri Maitra,Equinox,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Anil Vishnu Moharir,A Scientific Look,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Anil Vishnu Moharir,Science and Relevance of Vedic Concepts,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Geetanjali Mehra,GenZ : Pause Slow Down to Slay,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Vishwa Ratan,Wish You Were Here,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Vishwa Ratan,Whispers of the Heart,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Cmde Sanjay Tewari,The Baby Burped on My Battledress,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Nitin Kare,Borrowed Identity,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Pune Airport Flybrary,Diya Santosh,Irsi ? Iris,0,0,0,0.0,0
Pune Authors Association Data Base.xlsx,Sheet2,N/A,N/A,0,0,0,0.0,0
